local_bill_id,local_bill_reference,title_canonical,official_long_title,third_party_organisation,initiator_type,initiator_member_id,initiator_party_governance_role,ministerial_portfolio_title,government_type,governing_parties_list,date_introduced,date_final_outcome,royal_assent_date,duration_calendar_days,duration_sitting_days,stage_1_debate_days_count,stage_3_debate_days_count,financial_resolution_required_flag,financial_resolution_approved_flag,financial_resolution_aye_count,financial_resolution_no_count,financial_resolution_abstain_count,effective_majority_margin_at_event_date,party_dissent_rate_at_event_date,voting_coalition_type,committee_id,committee_name,committee_type,committee_convener_member_id,committee_deputy_convener_member_id,final_status,termination_mechanism,raw_payload_json,computed_at
373,SP Bill 61,Defamation and Malicious Publication (Scotland) Bi,Defamation and Malicious Publication (Scotland) Bill,,INDIVIDUAL_MEMBER,4941,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 373, ""Reference"": ""SP Bill 61"", ""ShortName"": ""Defamation and Malicious Publication (Scotland) Bi"", ""FullName"": ""Defamation and Malicious Publication (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 4941, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
374,SP Bill 62,Tied Pubs (Scotland) Bill,Tied Pubs (Scotland) Bill,,INDIVIDUAL_MEMBER,5060,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 374, ""Reference"": ""SP Bill 62"", ""ShortName"": ""Tied Pubs (Scotland) Bill"", ""FullName"": ""Tied Pubs (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 5060, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
375,SP Bill 63,Budget (Scotland) (No. 4) Bill,Budget (Scotland) (No. 4) Bill,,COMMITTEE,1848,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 375, ""Reference"": ""SP Bill 63"", ""ShortName"": ""Budget (Scotland) (No. 4) Bill"", ""FullName"": ""Budget (Scotland) (No. 4) Bill"", ""BillTypeID"": 3, ""PersonID"": 1848, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
376,SP Bill 64,Heat Networks (Scotland) Bill,Heat Networks (Scotland) Bill,,INDIVIDUAL_MEMBER,2133,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 376, ""Reference"": ""SP Bill 64"", ""ShortName"": ""Heat Networks (Scotland) Bill"", ""FullName"": ""Heat Networks (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2133, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
377,SP Bill 65,Liability for NHS Charges (Treatment of Industrial,Liability for NHS Charges (Treatment of Industrial Disease) (Scotland) ,,INDIVIDUAL_MEMBER,3763,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 377, ""Reference"": ""SP Bill 65"", ""ShortName"": ""Liability for NHS Charges (Treatment of Industrial"", ""FullName"": ""Liability for NHS Charges (Treatment of Industrial Disease) (Scotland) "", ""BillTypeID"": 2, ""PersonID"": 3763, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
378,SP Bill 66,Coronavirus (Scotland) Bill,Coronavirus (Scotland) Bill,,INDIVIDUAL_MEMBER,2135,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 378, ""Reference"": ""SP Bill 66"", ""ShortName"": ""Coronavirus (Scotland) Bill"", ""FullName"": ""Coronavirus (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2135, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
379,SP Bill 67,Hate Crime and Public Order (Scotland) Bill,Hate Crime and Public Order (Scotland) Bill,,INDIVIDUAL_MEMBER,4941,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 379, ""Reference"": ""SP Bill 67"", ""ShortName"": ""Hate Crime and Public Order (Scotland) Bill"", ""FullName"": ""Hate Crime and Public Order (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 4941, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
380,SP Bill 68,Social Security Administration and Tribunal Member,Social Security Administration and Tribunal Membership (Scotland) Bill,,INDIVIDUAL_MEMBER,3750,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 380, ""Reference"": ""SP Bill 68"", ""ShortName"": ""Social Security Administration and Tribunal Member"", ""FullName"": ""Social Security Administration and Tribunal Membership (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 3750, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
381,SP Bill 69,Travelling Funfairs (Licensing) (Scotland) Bill,Travelling Funfairs (Licensing) (Scotland) Bill,,INDIVIDUAL_MEMBER,4938,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 381, ""Reference"": ""SP Bill 69"", ""ShortName"": ""Travelling Funfairs (Licensing) (Scotland) Bill"", ""FullName"": ""Travelling Funfairs (Licensing) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 4938, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
382,SP Bill 70,European Charter of Local Self-Government (Incorpo,European Charter of Local Self-Government (Incorporation) (Scotland) Bill,,INDIVIDUAL_MEMBER,5695,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 382, ""Reference"": ""SP Bill 70"", ""ShortName"": ""European Charter of Local Self-Government (Incorpo"", ""FullName"": ""European Charter of Local Self-Government (Incorporation) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 5695, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
383,SP Bill 71,Coronavirus (Scotland) (No. 2) Bill,Coronavirus (Scotland) (No. 2) Bill,,INDIVIDUAL_MEMBER,2135,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 383, ""Reference"": ""SP Bill 71"", ""ShortName"": ""Coronavirus (Scotland) (No. 2) Bill"", ""FullName"": ""Coronavirus (Scotland) (No. 2) Bill"", ""BillTypeID"": 7, ""PersonID"": 2135, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
384,SP Bill 72,Dogs (Protection of Livestock) (Amendment) (Scotla,Dogs (Protection of Livestock) (Amendment) (Scotland) Bill,,INDIVIDUAL_MEMBER,5771,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 384, ""Reference"": ""SP Bill 72"", ""ShortName"": ""Dogs (Protection of Livestock) (Amendment) (Scotla"", ""FullName"": ""Dogs (Protection of Livestock) (Amendment) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 5771, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
385,SP Bill 73,Post-mortem Examinations (Defence Time Limit) (Sco,Post-mortem Examinations (Defence Time Limit) (Scotland) Bill,,INDIVIDUAL_MEMBER,2010,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 385, ""Reference"": ""SP Bill 73"", ""ShortName"": ""Post-mortem Examinations (Defence Time Limit) (Sco"", ""FullName"": ""Post-mortem Examinations (Defence Time Limit) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2010, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
386,SP Bill 74,Welfare of Dogs (Scotland) Bill,Welfare of Dogs (Scotland) Bill,,INDIVIDUAL_MEMBER,1756,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 386, ""Reference"": ""SP Bill 74"", ""ShortName"": ""Welfare of Dogs (Scotland) Bill"", ""FullName"": ""Welfare of Dogs (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1756, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
387,SP Bill 75,Culpable Homicide (Scotland) Bill,Culpable Homicide (Scotland) Bill,,INDIVIDUAL_MEMBER,2633,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 387, ""Reference"": ""SP Bill 75"", ""ShortName"": ""Culpable Homicide (Scotland) Bill"", ""FullName"": ""Culpable Homicide (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2633, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
388,SP Bill 76,Fair Rents (Scotland) Bill,Fair Rents (Scotland) Bill,,INDIVIDUAL_MEMBER,1857,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 388, ""Reference"": ""SP Bill 76"", ""ShortName"": ""Fair Rents (Scotland) Bill"", ""FullName"": ""Fair Rents (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 1857, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
389,SP Bill 77,UK Withdrawal from the European Union (Continuity),UK Withdrawal from the European Union (Continuity) (Scotland) Bill,,INDIVIDUAL_MEMBER,2135,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 389, ""Reference"": ""SP Bill 77"", ""ShortName"": ""UK Withdrawal from the European Union (Continuity)"", ""FullName"": ""UK Withdrawal from the European Union (Continuity) (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2135, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
390,SP Bill 78,Scottish Parliament (Assistance for Political Part,Scottish Parliament (Assistance for Political Parties) Bill,,PRIVATE_ORGANISATION,3129,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 390, ""Reference"": ""SP Bill 78"", ""ShortName"": ""Scottish Parliament (Assistance for Political Part"", ""FullName"": ""Scottish Parliament (Assistance for Political Parties) Bill"", ""BillTypeID"": 4, ""PersonID"": 3129, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
391,SP Bill 79,Redress for Survivors (Historical Child Abuse in C,Redress for Survivors (Historical Child Abuse in Care) (Scotland) Bill ,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 391, ""Reference"": ""SP Bill 79"", ""ShortName"": ""Redress for Survivors (Historical Child Abuse in C"", ""FullName"": ""Redress for Survivors (Historical Child Abuse in Care) (Scotland) Bill "", ""BillTypeID"": 7, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
392,SP Bill 80,United Nations Convention on the Rights of the Chi,United Nations Convention on the Rights of the Child (Incorporation) (Scotland) Bill,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 392, ""Reference"": ""SP Bill 80"", ""ShortName"": ""United Nations Convention on the Rights of the Chi"", ""FullName"": ""United Nations Convention on the Rights of the Child (Incorporation) (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
393,SP Bill 81,Pre-release Access to Official Statistics (Scotlan,Pre-release Access to Official Statistics (Scotland) Bill ,,PRIVATE_ORGANISATION,2015,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 393, ""Reference"": ""SP Bill 81"", ""ShortName"": ""Pre-release Access to Official Statistics (Scotlan"", ""FullName"": ""Pre-release Access to Official Statistics (Scotland) Bill "", ""BillTypeID"": 4, ""PersonID"": 2015, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
394,SP Bill 82,University of St. Andrews (Degrees in Medicine and,University of St. Andrews (Degrees in Medicine and Dentistry) Bill,,INDIVIDUAL_MEMBER,5592,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 394, ""Reference"": ""SP Bill 82"", ""ShortName"": ""University of St. Andrews (Degrees in Medicine and"", ""FullName"": ""University of St. Andrews (Degrees in Medicine and Dentistry) Bill"", ""BillTypeID"": 7, ""PersonID"": 5592, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
395,SP Bill 83,Disabled Children and Young People (Transitions to,Disabled Children and Young People (Transitions to Adulthood) (Scotland) Bill,,INDIVIDUAL_MEMBER,2080,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 395, ""Reference"": ""SP Bill 83"", ""ShortName"": ""Disabled Children and Young People (Transitions to"", ""FullName"": ""Disabled Children and Young People (Transitions to Adulthood) (Scotland) Bill"", ""BillTypeID"": 2, ""PersonID"": 2080, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
396,SP Bill 84,Domestic Abuse (Protection) (Scotland) Bill,Domestic Abuse (Protection) (Scotland) Bill,,INDIVIDUAL_MEMBER,4941,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 396, ""Reference"": ""SP Bill 84"", ""ShortName"": ""Domestic Abuse (Protection) (Scotland) Bill"", ""FullName"": ""Domestic Abuse (Protection) (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 4941, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
397,SP Bill 85,Scottish Parliamentary Standards (Sexual Harassmen,Scottish Parliamentary Standards (Sexual Harassment and Complaints Process) Bill ,,PRIVATE_ORGANISATION,3129,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 397, ""Reference"": ""SP Bill 85"", ""ShortName"": ""Scottish Parliamentary Standards (Sexual Harassmen"", ""FullName"": ""Scottish Parliamentary Standards (Sexual Harassment and Complaints Process) Bill "", ""BillTypeID"": 4, ""PersonID"": 3129, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
398,SP Bill 86,Scottish General Election (Coronavirus) Bill,Scottish General Election (Coronavirus) Bill,,INDIVIDUAL_MEMBER,2135,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 398, ""Reference"": ""SP Bill 86"", ""ShortName"": ""Scottish General Election (Coronavirus) Bill"", ""FullName"": ""Scottish General Election (Coronavirus) Bill"", ""BillTypeID"": 7, ""PersonID"": 2135, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
399,SP Bill 87,Budget (Scotland) (No. 5) Bill ,Budget (Scotland) (No. 5) Bill ,,COMMITTEE,5621,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 399, ""Reference"": ""SP Bill 87"", ""ShortName"": ""Budget (Scotland) (No. 5) Bill "", ""FullName"": ""Budget (Scotland) (No. 5) Bill "", ""BillTypeID"": 3, ""PersonID"": 5621, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
400,SP Bill 1,Coronavirus (Extension and Expiry) (Scotland) Bill,Coronavirus (Extension and Expiry) (Scotland) Bill,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 400, ""Reference"": ""SP Bill 1"", ""ShortName"": ""Coronavirus (Extension and Expiry) (Scotland) Bill"", ""FullName"": ""Coronavirus (Extension and Expiry) (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
401,SP Bill 2,Carer’s Allowance Supplement (Scotland) Bill,Carer’s Allowance Supplement (Scotland) Bill ,,INDIVIDUAL_MEMBER,1870,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 401, ""Reference"": ""SP Bill 2"", ""ShortName"": ""Carer\u2019s Allowance Supplement (Scotland) Bill"", ""FullName"": ""Carer\u2019s Allowance Supplement (Scotland) Bill "", ""BillTypeID"": 7, ""PersonID"": 1870, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
402,SP Bill 3,Transvaginal Mesh Removal (Cost Reimbursement) (Sc,Transvaginal Mesh Removal (Cost Reimbursement) (Scotland) Bill,,INDIVIDUAL_MEMBER,4941,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 402, ""Reference"": ""SP Bill 3"", ""ShortName"": ""Transvaginal Mesh Removal (Cost Reimbursement) (Sc"", ""FullName"": ""Transvaginal Mesh Removal (Cost Reimbursement) (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 4941, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
403,SP Bill 4,Good Food Nation (Scotland) Bill ,Good Food Nation (Scotland) Bill ,,INDIVIDUAL_MEMBER,5587,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 403, ""Reference"": ""SP Bill 4"", ""ShortName"": ""Good Food Nation (Scotland) Bill "", ""FullName"": ""Good Food Nation (Scotland) Bill "", ""BillTypeID"": 7, ""PersonID"": 5587, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
404,SP Bill 5,Miners’ Strike (Pardons) (Scotland) Bill,Miners’ Strike (Pardons) (Scotland) Bill,,INDIVIDUAL_MEMBER,2103,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 404, ""Reference"": ""SP Bill 5"", ""ShortName"": ""Miners\u2019 Strike (Pardons) (Scotland) Bill"", ""FullName"": ""Miners\u2019 Strike (Pardons) (Scotland) Bill"", ""BillTypeID"": 7, ""PersonID"": 2103, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
405,SP Bill 6,Coronavirus (Discretionary Compensation for Self-i,Coronavirus (Discretionary Compensation for Self-isolation) (Scotland) Bill ,,INDIVIDUAL_MEMBER,2098,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 405, ""Reference"": ""SP Bill 6"", ""ShortName"": ""Coronavirus (Discretionary Compensation for Self-i"", ""FullName"": ""Coronavirus (Discretionary Compensation for Self-isolation) (Scotland) Bill "", ""BillTypeID"": 7, ""PersonID"": 2098, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
406,SP Bill 7,Budget (Scotland) Bill ,Budget (Scotland) Bill ,,COMMITTEE,5621,OPPOSITION_PARTY,,SINGLE_PARTY_MINORITY,"[""SNP""]",1999-06-16,1999-09-08,1999-09-17,93,24,1,1,1,1,108,0,3,100.0,0.0,CROSS_PARTY_CONSENSUS,1,Health and Community Care Committee,SUBJECT_COMMITTEE,101,102,PASSED_ENACTED,ROYAL_ASSENT_ENACTMENT,"{""ID"": 406, ""Reference"": ""SP Bill 7"", ""ShortName"": ""Budget (Scotland) Bill "", ""FullName"": ""Budget (Scotland) Bill "", ""BillTypeID"": 3, ""PersonID"": 5621, ""ThirdPartyOrganisation"": null}",2026-07-24T16:29:09.299159Z
